"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Littjara Kinseekers","Creature - Shapeshifter",Bleu,Commune,"Tyler Walpole",2,4,(3)(U),4,1,0,0,$0.12,$0.12,66,"Kaldheim",KHM,62166,503674,,0,"","","",230203,530432,c119f836-0707-49e2-b6d4-25f849d054a4
"Llanowar Stalker","Creature - Elf Warrior",Vert,Commune,"Fariba Khamseh",1,1,(G),1,2,0,0,$0.10,$0.10,171,"Dominaria United",DMU,76867,574651,,0,"","","",283643,672690,e2d714d8-0e9b-4761-a0ef-3429b4e2f5b7
"Loathsome Curator","Creature - Gorgon Wizard",Noir,Commune,"Mila Pesic",5,4,(4)(B),5,2,0,0,$0.07,$0.08,91,"Modern Horizons 2",MH2,65461,522167,,0,"","","",240396,566901,11a59a6f-6ef0-4acc-8358-a4e2cebdb7d5
"Locked in the Cemetery","Enchantment - Aura",Bleu,Commune,"Tran Nguyen",0,0,(1)(U),2,1,0,0,$0.03,$0.12,60,"Innistrad: Midnight Hunt",MID,68507,534822,,0,"","","",248062,574878,68593c6d-8d1b-4c36-84a1-f1144669825e
"Lord of the Ulvenwald","Creature - Werewolf",Multi-couleurs,Peu commune,"Rafael Albuquerque",3,3,,2,1,0,0,$0.18,$0.34,310,"Innistrad: Midnight Hunt Collectors",MID,68825,0,,0,"","","",247918,574782,3ee3f0ed-e4ea-483e-bacc-d58bcf9e07b5
"Lose Focus","Instant",Bleu,Commune,"Martina Fackova",0,0,(1)(U),2,1,0,0,$0.12,$0.25,49,"Modern Horizons 2",MH2,65418,522125,,0,"","","",240145,566662,985bdb0c-ce6c-4506-8163-76f3b2fdf5fb
"Love Song of Night and Day","Enchantment - Saga",Blanc,Peu commune,"Eli Minaya",0,0,(2)(W),3,2,0,0,$0.10,$0.15,25,"Dominaria United",DMU,76721,574505,,0,"","","",283530,672440,1e08d288-2f09-4856-a9ed-cc8aa8d953d7
"Lucid Dreams","Sorcery",Bleu,Peu commune,"Nils Hamm",0,0,(3)(U)(U),5,1,0,0,$0.02,$0.09,50,"Modern Horizons 2",MH2,65419,522126,,0,"","","",239490,565937,98aeda3d-3741-4b80-bfef-63bcc599d75b
"Lucky Offering","Sorcery",Blanc,Commune,"Fiona Hsieh",0,0,(W),1,1,0,0,$0.03,$0.21,27,"Kamigawa: Neon Dynasty",NEO,71574,548320,,0,"","","",262706,608184,24bbdeb0-9165-4874-a853-d19c20c250ef
"Lurrus of the Dream-Den","Legendary Creature - Cat Nightmare",Multi-couleurs,Rare,"Steve Ellis",3,2,(1)({)(W)(/)(B)(})({)(W)(/)(B)(}),3,1,0,0,$0.00,$26.37,181,"Multiverse Legends",MUL,84679,0,,0,"","","",0,705085,097ff232-477b-4b50-a8ea-4391b4ae9efe
"Lutri, the Spellchaser","Legendary Creature - Elemental Otter",Multi-couleurs,Rare,"Justine Mara Andersen",3,2,(1)(UR)(UR),3,1,0,0,$0.29,$0.66,52,"Multiverse Legends",MUL,84586,0,,0,"","","",491403,704977,08d24f3f-bff1-4424-a029-3221c4e395b3
"Luxurious Libation","Instant",Vert,Peu commune,"Joe Slucher",0,0,(X)(G),1,1,0,0,$0.05,$0.12,152,"Streets of New Capenna",SNC,72989,555353,,0,"","","",268506,651644,b3e0e818-db6a-453a-a1f0-a7fade6509d3
"Maestros Charm","Instant",Multi-couleurs,Peu commune,"Steve Argyle",0,0,(U)(B)(R),3,1,0,0,$0.08,$0.26,199,"Streets of New Capenna",SNC,73036,555400,,0,"","","",267977,650856,3dcdedb6-3c24-4a29-b9b9-27cc47d8ee56
"Magda, Brazen Outlaw","Legendary Creature - Dwarf Berserker",Rouge,Rare,"Slawomir Maniak",2,1,(1)(R),2,4,0,0,$0.48,$3.19,142,"Kaldheim",KHM,62246,503754,,0,"","","",229232,527495,079e6263-e54c-4899-a336-5315909b9322
"Mage's Attendant","Creature - Cat Rogue",Blanc,Peu commune,"Igor Kieryluk",3,2,(2)(W),3,1,0,0,$0.07,$0.16,21,"Streets of New Capenna",SNC,72858,555222,,0,"","","",268498,651621,0cce08e8-340b-4a67-9884-4cbf01d63790
"Magmatic Sprinter","Creature - Phyrexian Warrior",Rouge,Peu commune,"Samuel Araya",3,2,(2)(R),3,2,0,0,$0.04,$0.12,140,"Phyrexia: All Will Be One",ONE,83032,0,,0,"","","",478933,693881,2e6af42f-35ec-432f-9879-2a0fb938a9f6
"Magnigoth Sentry","Creature - Treefolk",Vert,Commune,"Dave Kendall",4,4,(3)(G),4,1,0,0,$0.02,$0.12,172,"Dominaria United",DMU,76868,574652,,0,"","","",282813,671624,d939d4bc-b7e8-4ee8-b904-68f0bff0fde1
"Make Disappear","Instant",Bleu,Commune,"Inka Schulz",0,0,(1)(U),2,1,0,0,$0.32,$0.54,49,"Streets of New Capenna",SNC,72886,555250,,0,"","","",268455,651627,3f2d6a21-ea77-484b-9e3a-1bd49806f907
"Malady Invoker","Creature - Phyrexian Treefolk",Multi-couleurs,Peu commune,"Sergey Glushakov",3,3,,2,3,0,0,$0.11,$0.13,189,"March of the Machine",MOM,84310,0,,0,"","","",491256,704886,40ab763d-05ee-408d-aeba-eaf18c4f2e21
"Malcator, Purity Overseer","Legendary Creature - Phyrexian Elephant Wizard",Multi-couleurs,Rare,"Johann Bodin",1,1,(1)(W)(U),3,1,0,0,$0.15,$0.29,208,"Phyrexia: All Will Be One",ONE,83100,0,,0,"","","",478732,693410,36bda977-e5d1-4813-a5f5-265023965142
"Malcator's Watcher","Artifact Creature - Phyrexian Drone",Bleu,Commune,"Jason A. Engle",1,1,(1)(U),2,2,0,0,$0.05,$0.11,58,"Phyrexia: All Will Be One",ONE,82950,0,,0,"","","",479571,694726,95a7e5ff-ba81-4b45-933e-0ac747525ab8
"Mandible Justiciar","Artifact Creature - Phyrexian Cleric",Blanc,Commune,"Mike Franchina",2,1,(1)(W),2,3,0,0,$0.03,$0.08,21,"Phyrexia: All Will Be One",ONE,82913,0,,0,"","","",479599,694712,544a707d-4090-4a74-91aa-60fbd8a4ae96
"Marble Gargoyle","Artifact Creature - Gargoyle",Blanc,Commune,"Drew Tucker",2,2,(2)(W),3,1,0,0,$0.03,$0.03,21,"Modern Horizons 2",MH2,65390,522097,,0,"","","",240430,566888,0c62efb9-11f2-4f82-af08-4587d58d6e3d
"Marble Gargoyle","Artifact Creature - Gargoyle",Blanc,Commune,"Drew Tucker",2,2,(2)(W),3,1,0,0,$0.04,$0.13,382,"Modern Horizons 2",MH2,65678,525563,,0,"","","",240440,566940,1e9900b8-da89-433b-ada5-f17c82e60c64
"Marshal of Zhalfir","Creature - Human Knight",Multi-couleurs,Peu commune,"Darren Tan",2,2,(W)(U),2,3,0,0,$0.10,$0.22,246,"March of the Machine",MOM,84387,0,,0,"","","",491194,704458,c2418f5c-a85f-4249-8a53-c94b011b9714
"Masked Bandits","Creature - Raccoon Rogue",Multi-couleurs,Commune,"Julie Dillon",5,5,(3)(B)(R)(G),6,1,0,0,$0.04,$0.09,319,"Streets of New Capenna Collectors",SNC,73162,558717,,0,"","","",268948,652125,f3b68f6f-d70b-4ed6-93f4-47964ee36a52
"Master of Death","Creature - Zombie Wizard",Multi-couleurs,Rare,"John Stanko",3,1,(1)(U)(B),3,1,0,0,$0.23,$0.58,205,"Modern Horizons 2",MH2,65576,522281,,0,"","","",240048,566623,b9775175-6763-4826-afc8-dc520a235c36
"Maze Skullbomb","Artifact",Sans couleur,Commune,"Matt Forsyth",0,0,(1),1,2,0,0,$0.08,$0.11,231,"Phyrexia: All Will Be One",ONE,83123,0,,0,"","","",478979,693878,1073aee2-aea6-473d-97c6-248778d79d80
"Maze's Mantle","Enchantment - Aura",Vert,Commune,"LA Draws",0,0,(2)(G),3,3,0,0,$0.02,$0.05,174,"Phyrexia: All Will Be One",ONE,83066,0,,0,"","","",479555,694768,bc79106b-9aa2-4add-b9ca-e3c7aafd9821
"Meeting of Minds","Instant",Bleu,Commune,"Milivoj Ćeran",0,0,(3)(U),4,1,0,0,$0.14,$0.32,66,"March of the Machine",MOM,84162,0,,0,"","","",491469,704334,508b8650-c283-4e54-abdc-32ec2fb1ee34
"Meeting of the Five","Sorcery",Multi-couleurs,Mythique,"Dominik Mayer",0,0,(3)(W)(U)(B)(R)(G),8,1,0,0,$0.22,$0.76,202,"Streets of New Capenna",SNC,73039,555403,,0,"","","",269087,652207,d6c3c08f-ae9d-4932-ba0e-65652b8b318b
"Meldweb Strider","Artifact - Vehicle",Bleu,Commune,"Julian Kok Joon Wen",5,5,(4)(U),5,1,0,0,$0.04,$0.07,60,"Phyrexia: All Will Be One",ONE,82952,0,,0,"","","",479578,694728,c5efd9b5-05e5-440f-b28c-658e461cf644
"Melira, the Living Cure","Legendary Creature - Human Scout",Multi-couleurs,Rare,"Miranda Meeks",3,3,(G)(W),2,1,0,0,$0.26,$0.57,209,"Phyrexia: All Will Be One",ONE,83101,0,,0,"","","",478300,692383,e1329ad9-5989-4920-b17b-943b9b4a0cd9
"Memory Plunder","Instant",Multi-couleurs,Rare,"Dan Scott",0,0,({)(U)(/)(B)(})({)(U)(/)(B)(})({)(U)(/)(B)(})({)(U)(/)(B)(}),4,1,0,0,$0.46,$0.46,849,"Commander Legends: Battle for Baldur's Gate",CLB,75225,567666,,0,"","","",273492,662044,4d9b3d8d-4941-44ca-b829-d53242feba1e
"Mental Journey","Instant",Bleu,Commune,"Jim Pavelec",0,0,(4)(U)(U),6,1,0,0,$0.10,$0.10,51,"Modern Horizons 2",MH2,65420,522127,,0,"","","",239810,566422,0ec38124-46ae-4a38-aab2-8a73cc22b1ef
"Merciless Repurposing","Instant",Noir,Peu commune,"Artur Nakhodkin",0,0,(4)(B)(B),6,1,0,0,$0.08,$0.13,117,"March of the Machine",MOM,84223,0,,0,"","","",490321,703447,70edec35-1770-47f0-9ad2-32e597ee0327
"Mercurial Spelldancer","Creature - Phyrexian Rogue",Bleu,Rare,"Marcela Bolívar",2,1,(1)(U),2,1,0,0,$2.44,$3.21,61,"Phyrexia: All Will Be One",ONE,82953,0,,0,"","","",478435,692766,cf28c75d-1fb3-44cc-b651-5b2830e22add
"Meria's Outrider","Creature - Elf Archer",Rouge,Commune,"Lius Lasahido",4,4,(4)(R),5,1,0,0,$0.03,$0.13,138,"Dominaria United",DMU,76834,574618,,0,"","","",283685,672681,48aa964f-99b5-4b6b-b158-42f39514c910
"Mesa Cavalier","Creature - Human Knight",Blanc,Commune,"David Palumbo",2,1,(2)(W),3,1,0,0,$0.03,$0.04,26,"Dominaria United",DMU,76722,574506,,0,"","","",283094,671604,feeec740-7ffc-4f57-b52c-92209da91d69
"Meteorite","Artifact",Sans couleur,Commune,"Olena Richards",0,0,(5),5,2,0,0,$0.03,$0.09,235,"Dominaria United",DMU,76931,574715,,0,"","","",283659,672698,33eb2032-50af-4fd6-bdc7-7cae2211956c
"Michiko's Reign of Truth","Enchantment - Saga",Blanc,Peu commune,"Volkan Baǵa",0,0,(1)(W),2,1,0,0,$0.12,$0.29,29,"Kamigawa: Neon Dynasty",NEO,71576,548322,,0,"","","",261980,607003,74f12c23-5c15-4ae6-8f4d-c5e6c1878817
"Micromancer","Creature - Human Wizard",Bleu,Peu commune,"Ernanda Souza",3,3,(3)(U),4,1,0,0,$0.19,$0.24,57,"Dominaria United",DMU,76753,574537,,0,"","","",282795,671331,b21203c8-a935-4ce0-a742-148587e32145
"Midnight Assassin","Creature - Vampire Assassin",Noir,Commune,"Christina Davis",1,2,(2)(B),3,1,0,0,$0.10,$0.13,87,"Streets of New Capenna",SNC,72924,555288,,0,"","","",269088,652179,02a4a5b3-0477-4709-8bce-3e01f54001b6
"Migloz, Maze Crusher","Legendary Creature - Phyrexian Beast",Multi-couleurs,Rare,"Zezhou Chen",4,4,(1)(R)(G),3,1,0,0,$0.47,$0.81,210,"Phyrexia: All Will Be One",ONE,83102,0,,0,"","","",479398,694779,c1171899-07d8-4e60-a79b-f162f59dc3ce
"Mikaeus, the Lunarch","Legendary Creature - Human Cleric",Blanc,Mythique,"Steven Belledin",0,0,(X)(W),1,1,0,0,$0.29,$0.29,89,"Midnight Hunt Commander",MIC,68957,539350,,0,"","","",248614,575369,87f942b0-783e-4053-8443-72e5b45d2ff3
"Mind Flayer","Creature - Horror",Bleu,Rare,"Daarken",3,3,(3)(U)(U),5,1,0,0,$0.18,$0.18,728,"Commander Legends: Battle for Baldur's Gate",CLB,75100,567545,,0,"","","",273461,661805,a6cb10f5-ee9f-49e6-826a-a2a2395daa92
"Mind Stone","Artifact",Sans couleur,Peu commune,"Ioannis Fiore",0,0,(2),2,1,0,0,$0.29,$0.42,325,"Commander Legends: Battle for Baldur's Gate",CLB,74877,563208,,0,"","","",273115,660759,1969ddc0-ee6c-4c3d-a9dd-7f1c491609be
"Mindcrank","Artifact",Sans couleur,Peu commune,"Chris Rahn",0,0,(2),2,1,0,0,$2.36,$2.36,866,"Commander Legends: Battle for Baldur's Gate",CLB,75242,567683,,0,"","","",273500,662061,8858a941-8175-476d-8177-2db4ffdcb3ad
"Mine Collapse","Instant",Rouge,Commune,"Bud Cook",0,0,(3)(R),4,1,0,0,$0.09,$0.18,135,"Modern Horizons 2",MH2,65506,522211,,0,"","","",240399,566911,56e2e8b5-660d-4469-a4fe-2367dfadb709
"Minor Misstep","Instant",Bleu,Peu commune,"Lorenzo Mastroianni",0,0,(U),1,2,0,0,$0.77,$2.64,64,"Phyrexia: All Will Be One",ONE,82956,0,,0,"","","",478385,692845,360ca37b-5bbd-4923-a493-7674786a36af
"Mirran Banesplitter","Artifact - Equipment",Rouge,Commune,"Chris Seaman",0,0,(R),1,1,0,0,$0.10,$0.15,154,"March of the Machine",MOM,84270,0,,0,"","","",0,704803,ee4d00b8-1373-47b2-9be5-2199e0b12540
"Mirrodin Avenged","Instant",Noir,Commune,"Scott Murphy",0,0,(B),1,3,0,0,$0.11,$0.21,118,"March of the Machine",MOM,84224,0,,0,"","","",490387,703464,750b2090-7fd4-4048-a148-9a5fc7b6f265
"Mirror-Shield Hoplite","Creature - Human Soldier",Multi-couleurs,Peu commune,"Alex Brock",2,2,(R)(W),2,2,0,0,$0.12,$0.15,247,"March of the Machine",MOM,84388,0,,0,"","","",491197,704461,49a5e7de-43cc-488b-99a4-7d173b42d5dc
"Mizzium Tank","Artifact - Vehicle",Rouge,Rare,"Wayne Reynolds",3,2,(1)(R)(R),3,1,0,0,$0.18,$0.18,686,"The List",PLIST,72536,0,,0,"","","",262913,609545,5b340665-8494-4896-aef7-22dc251c72cb
"Molten Rebuke","Sorcery",Rouge,Commune,"Eli Minaya",0,0,(4)(R),5,1,0,0,$0.03,$0.05,141,"Phyrexia: All Will Be One",ONE,83033,0,,0,"","","",479609,694755,d2e3291b-de5c-4a10-9915-2cd2d84a815c
"Monastery Mentor","Creature - Human Monk",Blanc,Mythique,"Brian Valeza",2,2,(2)(W),3,1,0,0,$3.61,$4.87,28,"March of the Machine",MOM,84115,0,,0,"","","",490421,703465,75665c2f-a100-4e3f-be8e-b5cc3c9a090b
"Monastery Swiftspear","Creature - Human Monk",Rouge,Commune,"Steve Argyle",1,2,(R),1,1,0,0,$0.42,$0.55,119,"Double Masters 2022",2X2,76009,571452,,0,"","","",277222,665749,e8b9d59d-bac9-4092-901e-2b861c186868
"Monoskelion","Artifact Creature - Construct",Sans couleur,Peu commune,"Jason A. Engle",1,1,(2),2,1,0,0,$0.07,$0.10,229,"Modern Horizons 2",MH2,65601,522305,,0,"","","",239751,566304,4736aae2-5136-4f8f-9283-baf6b542a6a8
"Monstrous War-Leech","Creature - Leech Horror",Noir,Peu commune,"Christopher Burdett",0,0,(3)(B),4,1,0,0,$0.05,$0.12,98,"Dominaria United",DMU,76794,574578,,0,"","","",283126,671613,660d7983-b335-48b4-898d-f182effcf2de
"Moonsilver Key","Artifact",Sans couleur,Peu commune,"Joseph Meehan",0,0,(2),2,1,0,0,$0.41,$1.25,255,"Innistrad: Midnight Hunt",MID,68737,535052,,0,"","","",248106,574928,87778e37-af92-402e-b037-5fbd6112b682
"Moorland Rescuer","Creature - Human Knight",Blanc,Rare,"Justyna Gil",4,4,(5)(W),6,1,0,0,$0.27,$0.27,7,"Midnight Hunt Commander",MIC,68912,540450,,0,"","","",248587,575353,0c293b8c-3ebc-4d14-b0a6-5e41d966cba1
"Mossbeard Ancient","Creature - Treefolk",Vert,Peu commune,"Alexandre Honoré",7,7,(5)(G)(G),7,1,0,0,$0.03,$0.05,173,"Dominaria United",DMU,76869,574653,,0,"","","",283452,672354,7e528d36-cea6-4013-83d5-ba837d570713
"Mount Velus Manticore","Enchantment Creature - Manticore",Rouge,Commune,"Olena Richards",3,4,(2)(R)(R),4,2,0,0,$0.05,$0.05,136,"Modern Horizons 2",MH2,65507,522212,,0,"","","",240401,566912,667a356c-b10d-42f2-bb2f-c3fd9affa4bd
"Mountain","Basic Land - Mountain",Sans couleur,Commune,"Indra Nugroho",0,0,,0,2,2,0,$2.30,$2.30,368,"Phyrexia: All Will Be One Collectors",ONE,83265,0,,0,"","","",0,692724,864b4fb7-dbfe-4d9d-b520-4a307c31c876
"Murder","Instant",Noir,Commune,"Yongjae Choi",0,0,(1)(B)(B),3,1,0,0,$0.07,$0.15,88,"Streets of New Capenna",SNC,72925,555289,,0,"","","",268329,651258,1c13ac76-7cd9-456f-9b89-92bfa07c64c5
"Mutagen Connoisseur","Creature - Vedalken Mutant",Multi-couleurs,Peu commune,"Alex Brock",0,5,(1)(G)(U),3,2,0,0,$0.07,$0.10,248,"March of the Machine",MOM,84389,0,,0,"","","",490633,704063,4a84b6d7-3944-4223-ac16-aa5e59ac84cb
"Myr Convert","Artifact Creature - Phyrexian Myr",Sans couleur,Peu commune,"JungShan",2,1,(2),2,1,1,0,$0.25,$0.25,479,"Phyrexia: All Will Be One Collectors",ONE,83371,0,,0,"","","",478709,692916,19c7d89a-2b02-4faa-83cf-7dcf7faf6c4a
"Myr Custodian","Artifact Creature - Myr",Sans couleur,Commune,"Mark Behm",2,3,(3),3,2,0,0,$0.10,$0.13,235,"Phyrexia: All Will Be One",ONE,83127,0,,0,"","","",479636,694781,56bfdd21-4d46-4ec2-ba25-f16b6993f1a8
"Myr Kinsmith","Artifact Creature - Myr",Sans couleur,Commune,"Cristi Balanescu",3,1,(4),4,2,0,0,$0.11,$0.11,236,"Phyrexia: All Will Be One",ONE,83128,0,,0,"","","",479635,694782,6046e50a-f4c9-4029-a589-62a19371b734
"Myriad Landscape","Land",Sans couleur,Peu commune,"Jonas De Ro",0,0,,0,1,0,0,$0.15,$0.15,904,"Commander Legends: Battle for Baldur's Gate",CLB,75280,567721,,0,"","","",273518,662098,276f49f9-019b-44cb-a551-0fba9851ecc7
"Myriad Landscape","Land",Sans couleur,Peu commune,"Jonas De Ro",0,0,,0,1,0,0,$0.19,$0.19,177,"Midnight Hunt Commander",MIC,69045,539438,,0,"","","",248650,575480,0b5656ed-19a1-40be-a057-b8d90665582a
"Mysterious Limousine","Artifact - Vehicle",Blanc,Rare,"Hector Ortiz",4,4,(3)(W)(W),5,1,1,0,$0.23,$0.23,462,"Streets of New Capenna",SNC,73119,558227,,0,"","","",270803,651675,721bc380-00ac-40bd-a605-0853e97efad8
"Nael, Avizoa Aeronaut","Legendary Creature - Elf Scout",Multi-couleurs,Peu commune,"Miguel Mercado",2,4,(2)(G)(U),4,1,0,0,$0.04,$0.07,207,"Dominaria United",DMU,76903,574687,,0,"","","",283465,672360,5da59e8f-cbe5-4c14-a5a9-28d56048dc23
"Nael, Avizoa Aeronaut","Legendary Creature - Elf Scout",Multi-couleurs,Peu commune,"Lisa Heidhoff",2,4,(2)(G)(U),4,3,0,0,$0.05,$0.10,306,"Dominaria United Collectors",DMU,77008,578059,,0,"","","",283536,672447,d0f81814-2870-4aab-9c50-bad78aad4e36
"Nahiri, the Unforgiving","Legendary Planeswalker - Nahiri",Multi-couleurs,Mythique,"Scott M. Fischer",0,0,(1)(R)({)(R)(/)(W)(/)(P)(})(W),4,1,1,0,$7.61,$7.61,364,"Phyrexia: All Will Be One Collectors",ONE,83261,0,,0,"","","",0,692720,bf7a6dbb-9dee-4e2b-8372-e74f49fe83d1
"Najal, the Storm Runner","Legendary Creature - Efreet Wizard",Multi-couleurs,Peu commune,"PINDURSKI",5,4,(2)(U)(U)(R),5,1,0,0,$0.10,$0.30,208,"Dominaria United",DMU,76904,574688,,0,"","","",282805,671562,9017ee70-761b-434e-bc44-705cf14336fa
"Najal, the Storm Runner","Legendary Creature - Efreet Wizard",Multi-couleurs,Peu commune,"Serena Malyon",5,4,(2)(U)(U)(R),5,1,0,0,$0.05,$0.14,307,"Dominaria United Collectors",DMU,77009,578060,,0,"","","",283181,672380,edf2ec7b-7cac-49aa-8fab-f9280548573b
"Nameless Conqueror","Enchantment Creature - Human Samurai",Rouge,Commune,"David Gaillet",3,3,,5,1,0,0,$0.09,$0.11,162,"Kamigawa: Neon Dynasty",NEO,71721,548466,,0,"","","",261999,607008,517392f6-d3fd-4c59-8317-2a3595ab7562
"Necrogen Communion","Enchantment - Aura",Noir,Peu commune,"Ernanda Souza",0,0,(1)(B),2,2,0,0,$0.14,$0.21,99,"Phyrexia: All Will Be One",ONE,82991,0,,0,"","","",478929,693893,6ac8cd7c-992f-4953-b5bf-42e5a9ff09ad
"Necromancer's Familiar","Creature - Bird Spirit",Noir,Peu commune,"Paul Scott Canavan",3,1,(3)(B),4,1,0,0,$0.05,$0.07,94,"Modern Horizons 2",MH2,65464,522170,,0,"","","",239842,566437,e4dfb84f-582a-4fe2-9710-8b480a268571
"Necroskitter","Creature - Elemental",Noir,Rare,"Jaime Jones",1,4,(1)(B)(B),3,1,0,0,$6.05,$18.43,38,"Eventide",EVE,15799,152080,,0,"","","",27160,19500,02907b62-5456-4605-a8cd-321487928761
"Negate","Instant",Bleu,Commune,"Isis",0,0,(1)(U),2,1,0,0,$0.05,$0.16,58,"Dominaria United",DMU,76754,574538,,0,"","","",283488,672344,4016c6f7-7cb4-46c2-af73-3bd6d682ea5e
"Nemata, Primeval Warden","Legendary Creature - Treefolk",Multi-couleurs,Rare,"Andrew Mar",3,4,(2)(B)(G),4,1,0,0,$0.22,$0.36,209,"Dominaria United",DMU,76905,574689,,0,"","","",282864,671944,adcd556d-351f-4faf-9456-0e47def69a69
"Nemesis of Reason","Creature - Leviathan Horror",Multi-couleurs,Rare,"Mark Tedin",3,7,(3)(U)(B),5,1,0,0,$0.49,$0.49,850,"Commander Legends: Battle for Baldur's Gate",CLB,75226,567667,,0,"","","",273474,662045,022aacc6-2d82-43c0-ac08-ba9b20578929
"Nephalia Drownyard","Land",Sans couleur,Rare,"Cliff Childs",0,0,,0,1,0,0,$0.29,$0.29,905,"Commander Legends: Battle for Baldur's Gate",CLB,75281,567722,,0,"","","",273512,662099,7e332d52-7533-4d71-a4ba-36874f5ea3fa
"Nested Shambler","Creature - Zombie",Noir,Commune,"Nicholas Gregory",1,1,(B),1,1,0,0,$0.10,$0.25,399,"Modern Horizons 2",MH2,65695,525580,,0,"","","",240447,566943,eb8595c6-5237-4ed1-98e4-8615bb0eb8e1
"Nezumi Informant","Creature - Rat Rogue",Noir,Commune,"Steve Prescott",1,1,(1)(B),2,1,0,0,$0.09,$0.14,120,"March of the Machine",MOM,84227,0,,0,"","","",491714,704794,e36fbff8-471e-4cf8-8946-e1e5cdf598af
"Nighthowler","Enchantment Creature - Horror",Noir,Rare,"Nils Hamm",0,0,(1)(B)(B),3,1,0,0,$0.16,$0.16,764,"Commander Legends: Battle for Baldur's Gate",CLB,75136,567581,,0,"","","",273469,661906,b76dab3d-1788-4ab7-8d2b-70f7787cf935
"Nihilith","Creature - Horror",Noir,Rare,"Dave Allsop",4,4,(4)(B)(B),6,1,0,0,$0.22,$0.22,765,"Commander Legends: Battle for Baldur's Gate",CLB,75137,567582,,0,"","","",273470,661907,598900a0-e244-45e3-a04a-685837fb1867
"Nimble Larcenist","Creature - Bird Rogue",Multi-couleurs,Peu commune,"Meel Tamphanon",2,1,(W)(U)(B),3,1,1,0,$0.43,$0.43,386,"Streets of New Capenna Collectors",SNC,73229,559214,,0,"","","",269032,652261,31dc7d21-e56a-4758-b5a0-3acd7eb8c367
"Nimraiser Paladin","Creature - Phyrexian Knight",Noir,Peu commune,"José Parodi",4,4,(4)(B),5,1,0,0,$0.08,$0.14,101,"Phyrexia: All Will Be One",ONE,82993,0,,0,"","","",478410,692864,a99fe9a8-d9e7-4286-81a1-adfb753e4741
"Nishoba Brawler","Creature - Cat Warrior",Vert,Peu commune,"Valera Lutfullina",0,3,(1)(G),2,2,0,0,$0.18,$0.43,174,"Dominaria United",DMU,76870,574654,,0,"","","",282764,671370,2ef6cb5f-0ab3-4652-9b39-c2cbf6d693d5
"No Way Out","Sorcery",Noir,Commune,"Sebastian Giacobino",0,0,(2)(B),3,1,0,0,$0.09,$0.15,116,"Innistrad: Midnight Hunt",MID,68575,534890,,0,"","","",248323,575045,d9ef6a68-60a4-4a20-8b57-8b7a7c5ed0c6
"Norika Yamazaki, the Poet","Legendary Creature - Human Samurai",Blanc,Peu commune,"Xiaji",3,2,(2)(W),3,1,0,0,$0.08,$0.12,311,"Kamigawa: Neon Dynasty Collectors",NEO,71884,553220,,0,"","","",262419,607397,344df5c2-a963-42e3-b61b-1712f15e1eb9
"Norn's Wellspring","Artifact",Blanc,Rare,"Jonas De Ro",0,0,(1)(W),2,1,0,0,$0.21,$0.41,24,"Phyrexia: All Will Be One",ONE,82916,0,,0,"","","",478427,692762,eeebc0ab-89fb-47d5-a20f-8f1fe5e3c149
"Nova Cleric","Creature - Human Cleric",Blanc,Peu commune,"Alan Pollack",1,2,(W),1,1,0,0,$0.15,$0.15,747,"The List",PLIST,75554,0,,0,"","","",275182,662607,11ba6d6b-5f8e-4745-9b57-531385c6e125
"Novice Occultist","Creature - Human Wizard",Noir,Commune,"Zara Alfonso",1,2,(1)(B),2,1,0,0,$0.09,$0.16,117,"Innistrad: Midnight Hunt",MID,68576,534891,,0,"","","",248324,575046,a541ac79-a969-42b4-b989-f6e37572ec90
"Noxious Assault","Sorcery",Vert,Peu commune,"Billy Christian",0,0,(3)(G)(G),5,1,0,0,$0.07,$0.14,176,"Phyrexia: All Will Be One",ONE,83068,0,,0,"","","",478658,692866,9649de6c-a9f7-4f0a-8bf7-cacaea60ed54
"Obscura Ascendancy","Enchantment",Multi-couleurs,Rare,"Igor Krstic",0,0,(W)(U)(B),3,1,0,0,$0.08,$0.21,207,"Streets of New Capenna",SNC,73044,555408,,0,"","","",268802,651731,98a11e5e-d2a9-4490-90f3-a643fc7ed7c3
"Obscura Charm","Instant",Multi-couleurs,Peu commune,"Steve Argyle",0,0,(W)(U)(B),3,2,0,0,$0.14,$0.21,208,"Streets of New Capenna",SNC,73045,555409,,0,"","","",267673,650858,9961562d-cad9-40e5-afae-3ebce77a2260
"Obscura Charm","Instant",Multi-couleurs,Peu commune,"Jérémie Solomon",0,0,(W)(U)(B),3,1,0,0,$0.16,$0.26,323,"Streets of New Capenna Collectors",SNC,73166,558721,,0,"","","",267674,650859,4a02b758-65b6-4c25-83b9-de63a1a92b51
"Obsessive Astronomer","Creature - Human Wizard",Rouge,Peu commune,"Josu Hernaiz",2,2,(1)(R),2,1,0,0,$0.11,$0.12,152,"Innistrad: Midnight Hunt",MID,68616,534931,,0,"","","",248282,575065,4f6e0cb6-283b-448e-89c6-8b6e8e21e38b
