name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Anafenza, the Foremost",,"Legendary Creature - Human Soldier",,"ktk","163",mythic,m,Not Owned,,false,,,"","",54248
"Karador, Ghost Chieftain",,"Legendary Creature - Centaur Spirit",,"cmr","521",mythic,m,Not Owned,Etched,false,,,"","",
"Soulfire Grand Master",,"Creature - Human Monk",,"frf","27",mythic,m,Not Owned,,false,,,"","",55614
"Leovold, Emissary of Trest",,"Legendary Creature - Elf Advisor",,"cn2","77",mythic,m,Not Owned,,false,,,"","",
"Tasigur, the Golden Fang",,"Legendary Creature - Human Shaman",,"frf","87",rare,m,Not Owned,,false,,,"","",55338
"Najeela, the Blade-Blossom",,"Legendary Creature - Human Warrior",,"cmr","514",mythic,m,Not Owned,,false,,,"","",
"Golos, Tireless Pilgrim",,"Legendary Artifact Creature - Scout",,"m20","226",rare,m,Not Owned,,false,,,"","",73351
"Kenrith, the Returned King",,"Legendary Creature - Human Noble",,"eld","303",mythic,m,Not Owned,,false,,,"","",78686
"Niv-Mizzet Reborn",,"Legendary Creature - Dragon Avatar",,"war","208",mythic,m,Not Owned,,false,,,"","",72022
"Progenitus",,"Legendary Creature - Hydra Avatar",,"con","121",mythic,m,Not Owned,,false,,,"","",31763
"Hangarback Walker",,"Artifact Creature - Construct",,"ori","229",rare,c,Not Owned,,false,,,"","",58128
"Stonecoil Serpent",,"Artifact Creature - Snake",,"eld","235",rare,c,Not Owned,,false,,,"","",78616
"Walking Ballista",,"Artifact Creature - Construct",,"aer","181",rare,c,Not Owned,,false,,,"","",62561
"Phyrexian Revoker",,"Artifact Creature - Phyrexian Horror",,"mbs","122",rare,c,Not Owned,,false,,,"","",39569
"Burnished Hart",,"Artifact Creature - Elk",,"ths","213",uncommon,c,Not Owned,,false,,,"","",50248
"Circuit Mender",,"Artifact Creature - Insect",,"neo","242",uncommon,c,Not Owned,,false,,,"","",97434
"Metalworker",,"Artifact Creature - Construct",,"uds","135",rare,c,Not Owned,,false,,,"","",12921
"Sparkhunter Masticore",,"Artifact Creature - Masticore",,"m21","240",rare,c,Not Owned,,false,,,"","",81707
"Lodestone Golem",,"Artifact Creature - Golem",,"wwk","127",rare,c,Not Owned,,false,,,"","",35709
"Solemn Simulacrum",,"Artifact Creature - Golem",,"mrd","245",rare,c,Not Owned,,false,,,"","",20209
"Kuldotha Forgemaster",,"Artifact Creature - Construct",,"som","169",rare,c,Not Owned,,false,,,"","",38435
"Wurmcoil Engine",,"Artifact Creature - Phyrexian Wurm",,"som","223",mythic,c,Not Owned,,false,,,"","",38185
"Meteor Golem",,"Artifact Creature - Golem",,"m19","241",uncommon,c,Not Owned,,false,,,"","",68645
"Myr Battlesphere",,"Artifact Creature - Myr Construct",,"som","180",rare,c,Not Owned,,false,,,"","",38307
"Blightsteel Colossus",,"Artifact Creature - Phyrexian Golem",,"mbs","99",mythic,c,Not Owned,,false,,,"","",39587
"Cityscape Leveler",,"Artifact Creature - Construct",,"bro","233",mythic,c,Not Owned,,false,,,"","",105090
"Emrakul, the Aeons Torn",,"Legendary Creature - Eldrazi",,"roe","4",mythic,c,Not Owned,,false,,,"","",36396
"Kozilek, Butcher of Truth",,"Legendary Creature - Eldrazi",,"roe","6",mythic,c,Not Owned,,false,,,"","",36628
"Platinum Emperion",,"Artifact Creature - Golem",,"som","193",mythic,c,Not Owned,,false,,,"","",38433
"Sundering Titan",,"Artifact Creature - Golem",,"dst","146",rare,c,Not Owned,,false,,,"","",20305
"Ulamog, the Ceaseless Hunger",,"Legendary Creature - Eldrazi",,"bfz","15",mythic,c,Not Owned,,false,,,"","",58301
"Ulamog, the Infinite Gyre",,"Legendary Creature - Eldrazi",,"roe","12",mythic,c,Not Owned,,false,,,"","",36666
"Karn, Scion of Urza",,"Legendary Planeswalker - Karn",,"dom","1",mythic,c,Not Owned,,false,,,"","",67467
"Ugin, the Ineffable",,"Legendary Planeswalker - Ugin",,"war","2",rare,c,Not Owned,,false,,,"","",71610
"Karn Liberated",,"Legendary Planeswalker - Karn",,"nph","1",mythic,c,Not Owned,,false,,,"","",39710
"Ugin, the Spirit Dragon",,"Legendary Planeswalker - Ugin",,"frf","1",mythic,c,Not Owned,,false,,,"","",55364
"Environmental Sciences",,"Sorcery - Lesson",,"stx","1",common,c,Not Owned,,false,,,"","",88477
"Chrome Mox",,"Artifact",,"mrd","152",rare,c,Not Owned,,false,,,"","",19831
"Lotus Petal",,"Artifact",,"tmp","294",common,c,Not Owned,,false,,,"","",9475
"Mana Crypt",,"Artifact",,"ema","225",mythic,c,Not Owned,,false,,,"","",60697
"Mox Diamond",,"Artifact",,"sth","138",rare,c,Not Owned,,false,,,"","",10325
"Mox Opal",,"Legendary Artifact",,"som","179",mythic,c,Not Owned,,false,,,"","",38197
"Basilisk Collar",,"Artifact - Equipment",,"wwk","122",rare,c,Not Owned,,false,,,"","",35695
"Mana Vault",,"Artifact",,"lea","259",rare,c,Not Owned,,false,,,"","",
"Relic of Progenitus",,"Artifact",,"ala","218",common,c,Not Owned,,false,,,"","",30895
"Retrofitter Foundry",,"Artifact",,"c18","57",rare,c,Not Owned,,false,,,"","",
"Sensei's Divining Top",,"Artifact",,"chk","268",uncommon,c,Not Owned,,false,,,"","",21045
"Shadowspear",,"Legendary Artifact - Equipment",,"thb","236",rare,c,Not Owned,,false,,,"","",79596
"Skullclamp",,"Artifact - Equipment",,"dst","140",uncommon,c,Not Owned,,false,,,"","",20551
"Sol Ring",,"Artifact",,"lea","269",uncommon,c,Not Owned,,false,,,"","",
"Witch's Oven",,"Artifact",,"eld","237",uncommon,c,Not Owned,,false,,,"","",78620
"Grim Monolith",,"Artifact",,"ulg","126",rare,c,Not Owned,,false,,,"","",12551
"Heart of Kiran",,"Legendary Artifact - Vehicle",,"aer","153",mythic,c,Not Owned,,false,,,"","",62913
"Key to the City",,"Artifact",,"kld","220",rare,c,Not Owned,,false,,,"","",62067
"Lightning Greaves",,"Artifact - Equipment",,"mrd","199",uncommon,c,Not Owned,,false,,,"","",19737
"Shrine of Burning Rage",,"Artifact",,"nph","153",uncommon,c,Not Owned,,false,,,"","",39810
"Smuggler's Copter",,"Artifact - Vehicle",,"kld","235",rare,c,Not Owned,,false,,,"","",61797
"Sword of the Meek",,"Artifact - Equipment",,"fut","165",uncommon,c,Not Owned,,false,,,"","",26660
"Umezawa's Jitte",,"Legendary Artifact - Equipment",,"bok","163",rare,c,Not Owned,,false,,,"","",21603
"Unlicensed Hearse",,"Artifact - Vehicle",,"snc","246",rare,c,Not Owned,,false,,,"","",98711
"Winter Orb",,"Artifact",,"lea","275",rare,c,Not Owned,,false,,,"","",
"Basalt Monolith",,"Artifact",,"lea","231",uncommon,c,Not Owned,,false,,,"","",
"Chromatic Lantern",,"Artifact",,"rtr","226",rare,c,Not Owned,,false,,,"","",46783
"Coalition Relic",,"Artifact",,"fut","161",rare,c,Not Owned,,false,,,"","",26926
"Crucible of Worlds",,"Artifact",,"5dn","114",rare,c,Not Owned,,false,,,"","",20790
"Ensnaring Bridge",,"Artifact",,"sth","133",rare,c,Not Owned,,false,,,"","",10209
"Loxodon Warhammer",,"Artifact - Equipment",,"mrd","201",uncommon,c,Not Owned,,false,,,"","",20227
"Oblivion Stone",,"Artifact",,"mrd","222",rare,c,Not Owned,,false,,,"","",20101
"Phyrexian Altar",,"Artifact",,"inv","306",rare,c,Not Owned,,false,,,"","",14641
"Sword of Body and Mind",,"Artifact - Equipment",,"v10","14",mythic,c,Not Owned,,false,,,"","",37649
"Sword of Feast and Famine",,"Artifact - Equipment",,"mbs","138",mythic,c,Not Owned,,false,,,"","",39549
"Sword of Fire and Ice",,"Artifact - Equipment",,"dst","148",rare,c,Not Owned,,false,,,"","",20535
"Sword of Forge and Frontier",,"Artifact - Equipment",,"one","244",mythic,c,Not Owned,,false,,,"","",106703
"Sword of Hearth and Home",,"Artifact - Equipment",,"mh2","238",mythic,c,Not Owned,,false,,,"","",90857
"Sword of Light and Shadow",,"Artifact - Equipment",,"dst","149",rare,c,Not Owned,,false,,,"","",20539
"Sword of Sinew and Steel",,"Artifact - Equipment",,"mh1","228",mythic,c,Not Owned,,false,,,"","",72828
"Sword of War and Peace",,"Artifact - Equipment",,"nph","161",mythic,c,Not Owned,,false,,,"","",39730
"Tangle Wire",,"Artifact",,"nem","139",rare,c,Not Owned,,false,,,"","",13809
"Worn Powerstone",,"Artifact",,"usg","318",uncommon,c,Not Owned,,false,,,"","",12089
"Coercive Portal",,"Artifact",,"cns","56",mythic,c,Not Owned,,false,,,"","",
"Smokestack",,"Artifact",,"usg","309",rare,c,Not Owned,,false,,,"","",12131
"Thran Dynamo",,"Artifact",,"uds","139",uncommon,c,Not Owned,,false,,,"","",12925
"Batterskull",,"Artifact - Equipment",,"nph","130",mythic,c,Not Owned,,false,,,"","",39974
"Mindslaver",,"Legendary Artifact",,"mrd","206",rare,c,Not Owned,,false,,,"","",19827
"Kaldra Compleat",,"Legendary Artifact - Equipment",,"mh2","227",mythic,c,Not Owned,,false,,,"","",90835
"Dryad Arbor",,"Land Creature - Forest Dryad",,"fut","174",uncommon,l,Not Owned,,false,,,"","",26882
"Adarkar Wastes",,"Land",,"ice","351",rare,l,Not Owned,,false,,,"","",
"Celestial Colonnade",,"Land",,"wwk","133",rare,l,Not Owned,,false,,,"","",35639
"Hallowed Fountain",,"Land - Plains Island",,"dis","174",rare,l,Not Owned,,false,,,"","",24001
"Seachrome Coast",,"Land",,"som","229",rare,l,Not Owned,Foil,false,,,"","",38289
"Tundra",,"Land - Plains Island",,"lea","284",rare,l,Not Owned,,false,,,"","",
"Creeping Tar Pit",,"Land",,"wwk","134",rare,l,Not Owned,,false,,,"","",35657
"Darkslick Shores",,"Land",,"som","226",rare,l,Not Owned,,false,,,"","",38291
"Underground River",,"Land",,"ice","362",rare,l,Not Owned,,false,,,"","",
"Underground Sea",,"Land - Island Swamp",,"lea","285",rare,l,Not Owned,,false,,,"","",
"Watery Grave",,"Land - Island Swamp",,"rav","286",rare,l,Not Owned,,false,,,"","",23586
"Badlands",,"Land - Swamp Mountain",,"lea","277",rare,l,Not Owned,,false,,,"","",
"Blackcleave Cliffs",,"Land",,"som","224",rare,l,Not Owned,,false,,,"","",38293
"Blood Crypt",,"Land - Swamp Mountain",,"dis","171",rare,l,Not Owned,,false,,,"","",24053
"Lavaclaw Reaches",,"Land",,"wwk","139",rare,l,Not Owned,,false,,,"","",35665
"Sulfurous Springs",,"Land",,"ice","360",rare,l,Not Owned,,false,,,"","",
"Copperline Gorge",,"Land",,"som","225",rare,l,Not Owned,,false,,,"","",38301
"Karplusan Forest",,"Land",,"ice","356",rare,l,Not Owned,,false,,,"","",
"Raging Ravine",,"Land",,"wwk","141",rare,l,Not Owned,,false,,,"","",35675
"Stomping Ground",,"Land - Mountain Forest",,"gpt","165",rare,l,Not Owned,,false,,,"","",23709
"Taiga",,"Land - Mountain Forest",,"lea","282",rare,l,Not Owned,,false,,,"","",
"Brushland",,"Land",,"ice","352",rare,l,Not Owned,,false,,,"","",
"Razorverge Thicket",,"Land",,"som","228",rare,l,Not Owned,,false,,,"","",38299
"Savannah",,"Land - Forest Plains",,"lea","280",rare,l,Not Owned,,false,,,"","",
"Stirring Wildwood",,"Land",,"wwk","144",rare,l,Not Owned,,false,,,"","",35679
"Temple Garden",,"Land - Forest Plains",,"rav","284",rare,l,Not Owned,,false,,,"","",23594
"Caves of Koilos",,"Land",,"apc","140",rare,l,Not Owned,,false,,,"","",16070
"Concealed Courtyard",,"Land",,"kld","245",rare,l,Not Owned,,false,,,"","",61859
"Godless Shrine",,"Land - Plains Swamp",,"gpt","157",rare,l,Not Owned,,false,,,"","",23755
"Scrubland",,"Land - Plains Swamp",,"lea","281",rare,l,Not Owned,,false,,,"","",
"Shambling Vent",,"Land",,"bfz","244",rare,l,Not Owned,,false,,,"","",58531
"Shivan Reef",,"Land",,"apc","142",rare,l,Not Owned,,false,,,"","",16260
"Spirebluff Canal",,"Land",,"kld","249",rare,l,Not Owned,,false,,,"","",61851
"Steam Vents",,"Land - Island Mountain",,"gpt","164",rare,l,Not Owned,,false,,,"","",23739
"Volcanic Island",,"Land - Island Mountain",,"leb","287",rare,l,Not Owned,,false,,,"","",
"Wandering Fumarole",,"Land",,"ogw","182",rare,l,Not Owned,,false,,,"","",59259
"Bayou",,"Land - Swamp Forest",,"lea","278",rare,l,Not Owned,,false,,,"","",
"Blooming Marsh",,"Land",,"kld","243",rare,l,Not Owned,,false,,,"","",61849
"Hissing Quagmire",,"Land",,"ogw","171",rare,l,Not Owned,,false,,,"","",59255
"Llanowar Wastes",,"Land",,"apc","141",rare,l,Not Owned,,false,,,"","",16196
"Overgrown Tomb",,"Land - Swamp Forest",,"rav","279",rare,l,Not Owned,,false,,,"","",23592
"Battlefield Forge",,"Land",,"apc","139",rare,l,Not Owned,,false,,,"","",16116
"Inspiring Vantage",,"Land",,"kld","246",rare,l,Not Owned,,false,,,"","",61855
"Needle Spires",,"Land",,"ogw","175",rare,l,Not Owned,,false,,,"","",59257
"Plateau",,"Land - Mountain Plains",,"lea","279",rare,l,Not Owned,,false,,,"","",
"Sacred Foundry",,"Land - Mountain Plains",,"rav","280",rare,l,Not Owned,,false,,,"","",23590
"Botanical Sanctum",,"Land",,"kld","244",rare,l,Not Owned,,false,,,"","",61853
"Breeding Pool",,"Land - Forest Island",,"dis","172",rare,l,Not Owned,,false,,,"","",24029
"Lumbering Falls",,"Land",,"bfz","239",rare,l,Not Owned,,false,,,"","",58529
"Tropical Island",,"Land - Forest Island",,"lea","283",rare,l,Not Owned,,false,,,"","",
"Yavimaya Coast",,"Land",,"apc","143",rare,l,Not Owned,,false,,,"","",16322
"Spara's Headquarters",,"Land - Forest Plains Island",,"snc","257",rare,l,Not Owned,,false,,,"","",98733
"Raffine's Tower",,"Land - Plains Island Swamp",,"snc","254",rare,l,Not Owned,,false,,,"","",98727
"Xander's Lounge",,"Land - Island Swamp Mountain",,"snc","260",rare,l,Not Owned,,false,,,"","",98739
"Ziatora's Proving Ground",,"Land - Swamp Mountain Forest",,"snc","261",rare,l,Not Owned,,false,,,"","",98741
"Jetmir's Garden",,"Land - Mountain Forest Plains",,"snc","250",rare,l,Not Owned,,false,,,"","",98719
"Savai Triome",,"Land - Mountain Plains Swamp",,"iko","253",rare,l,Not Owned,,false,,,"","",80515
"Ketria Triome",,"Land - Forest Island Mountain",,"iko","250",rare,l,Not Owned,,false,,,"","",80509
"Indatha Triome",,"Land - Plains Swamp Forest",,"iko","248",rare,l,Not Owned,,false,,,"","",80505
"Raugrin Triome",,"Land - Island Mountain Plains",,"iko","251",rare,l,Not Owned,,false,,,"","",80511
"Zagoth Triome",,"Land - Swamp Forest Island",,"iko","259",rare,l,Not Owned,,false,,,"","",80527
"The World Tree",,"Land",,"khm","275",rare,l,Not Owned,,false,,,"","",87901
"Academy Ruins",,"Legendary Land",,"tsp","269",rare,l,Not Owned,,false,,,"","",25739
"Ancient Tomb",,"Land",,"tmp","315",uncommon,l,Not Owned,,false,,,"","",10043
"Arid Mesa",,"Land",,"zen","211",rare,l,Not Owned,,false,,,"","",34414
"Blast Zone",,"Land",,"war","244",rare,l,Not Owned,,false,,,"","",72094
"Bloodstained Mire",,"Land",,"ons","313",rare,l,Not Owned,,false,,,"","",18249
"Bojuka Bog",,"Land",,"wwk","132",common,l,Not Owned,,false,,,"","",35515
"Boseiju, Who Endures",,"Legendary Land",,"neo","266",rare,l,Not Owned,,false,,,"","",97482
"Cascading Cataracts",,"Land",,"akh","240",rare,l,Not Owned,,false,,,"","",64142
"Cave of the Frost Dragon",,"Land",,"afr","253",rare,l,Not Owned,,false,,,"","",92008
"City of Brass",,"Land",,"arn","71",uncommon,l,Not Owned,,false,,,"","",
"Crawling Barrens",,"Land",,"znr","262",rare,l,Not Owned,,false,,,"","",83527
"Den of the Bugbear",,"Land",,"afr","254",rare,l,Not Owned,,false,,,"","",92010
"Eiganjo, Seat of the Empire",,"Legendary Land",,"neo","268",rare,l,Not Owned,,false,,,"","",97486
"Field of Ruin",,"Land",,"xln","254",uncommon,l,Not Owned,,false,,,"","",65538
"Field of the Dead",,"Land",,"m20","247",rare,l,Not Owned,,false,,,"","",73393
"Flooded Strand",,"Land",,"ons","316",rare,l,Not Owned,,false,,,"","",18245
"Geier Reach Sanitarium",,"Legendary Land",,"emn","203",rare,l,Not Owned,,false,,,"","",61280
"Hall of Storm Giants",,"Land",,"afr","257",rare,l,Not Owned,,false,,,"","",92016
"Hive of the Eye Tyrant",,"Land",,"afr","258",rare,l,Not Owned,,false,,,"","",92018
"Karakas",,"Legendary Land",,"leg","303",uncommon,l,Not Owned,,false,,,"","",
"Lair of the Hydra",,"Land",,"afr","259",rare,l,Not Owned,,false,,,"","",92020
"Mana Confluence",,"Land",,"jou","163",rare,l,Not Owned,,false,,,"","",52120
"Marsh Flats",,"Land",,"zen","219",rare,l,Not Owned,,false,,,"","",34646
"Maze of Ith",,"Land",,"drk","117",uncommon,l,Not Owned,,false,,,"","",
"Mishra's Factory",,"Land",,"atq","80a",uncommon,l,Not Owned,,false,,,"","",
"Misty Rainforest",,"Land",,"zen","220",rare,l,Not Owned,,false,,,"","",34622
"Mutavault",,"Land",,"mor","148",rare,l,Not Owned,,false,,,"","",29074
"Mystic Sanctuary",,"Land - Island",,"eld","247",common,l,Not Owned,,false,,,"","",78640
"Nykthos, Shrine to Nyx",,"Legendary Land",,"ths","223",rare,l,Not Owned,,false,,,"","",50274
"Otawara, Soaring City",,"Legendary Land",,"neo","271",rare,l,Not Owned,,false,,,"","",97492
"Polluted Delta",,"Land",,"ons","321",rare,l,Not Owned,,false,,,"","",18247
"Prismatic Vista",,"Land",,"mh1","244",rare,l,Not Owned,,false,,,"","",72860
"Rishadan Port",,"Land",,"mmq","324",rare,l,Not Owned,,false,,,"","",13359
"Scalding Tarn",,"Land",,"zen","223",rare,l,Not Owned,,false,,,"","",34590
"Sokenzan, Crucible of Defiance",,"Legendary Land",,"neo","276",rare,l,Not Owned,,false,,,"","",97502
"Strip Mine",,"Land",,"atq","82a",uncommon,l,Not Owned,,false,,,"","",
"Takenuma, Abandoned Mire",,"Legendary Land",,"neo","278",rare,l,Not Owned,,false,,,"","",97506
"Tolarian Academy",,"Legendary Land",,"usg","330",rare,l,Not Owned,,false,,,"","",11931
"Treasure Vault",,"Artifact Land",,"afr","261",rare,l,Not Owned,,false,,,"","",92024
"Urza's Saga",,"Enchantment Land - Urza's Saga",,"mh2","259",rare,l,Not Owned,,false,,,"","",90899
"Verdant Catacombs",,"Land",,"zen","229",rare,l,Not Owned,,false,,,"","",34704
"Wasteland",,"Land",,"tmp","330",uncommon,l,Not Owned,,false,,,"","",10035
"Windswept Heath",,"Land",,"ons","328",rare,l,Not Owned,,false,,,"","",18255
"Wooded Foothills",,"Land",,"ons","330",rare,l,Not Owned,,false,,,"","",18251
