Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Scryfall ID,Last Modified
"3","3","Eldrazi Scion Token (#2)","Battle for Zendikar","Near Mint","English","","BIN","b999a0fe-d2d0-4367-9abb-6ce5f3764f19","2025-03-07 03:51:10.920599"
"2","2","Clue Token (#15)","Shadows over Innistrad","Near Mint","English","","BIN","b2d16818-7812-4d36-b1bf-fb954e5ac958","2025-03-07 03:51:10.920599"
"7","7","Soldier Token","Gatecrash","Near Mint","English","","BIN","a8a5a5a5-a8ae-41ed-9af5-b99d80ce0b35","2025-03-07 03:51:39.594344"
"3","3","Spirit Warrior Token","Khans of Tarkir","Near Mint","English","","BIN","febc7ce0-387f-413c-a387-2952b990ff3f","2025-03-07 03:51:39.594344"
"9","9","Morph Token","Khans of Tarkir","Near Mint","English","","BIN","bc513990-b4e8-498b-84d5-8317bc79a667","2025-03-07 03:51:39.594344"
"1","1","Clue  Token (#014)","Modern Horizons 2","Near Mint","English","","BIN","cfcf6efe-9f94-4a55-9994-701e596691ad","2025-03-07 03:51:39.594344"
"1","1","Clue  Token (#015)","Modern Horizons 2","Near Mint","English","","BIN","eb129b0d-1349-4e88-a6a7-b7968b26ee7e","2025-03-07 03:51:39.594344"
"1","1","Horror Token","Gatecrash","Near Mint","English","","BIN","79a71b52-58f9-4945-9557-0fbcbbf5a241","2025-03-07 03:51:10.920599"
"1","1","Spirit Token","Strixhaven: School of Mages","Near Mint","English","","BIN","f98c0167-7434-4607-87c4-315fa8b6972e","2025-03-07 03:51:10.920599"
"2","0","Insect Token","Modern Horizons 2","Near Mint","English","","Cube | bgc1 | 10-Tokens","03ce1033-ce07-40ef-9315-beb759af9465","2024-11-30 23:17:58.168167"
"2","2","Clue Token (#12)","Shadows over Innistrad","Near Mint","English","","BIN","4f1241c3-d960-4eb4-a726-ca474209645b","2025-03-07 03:51:10.920599"
"1","1","Beast Token","Kaladesh","Near Mint","English","","BIN","4de1d095-459f-42fd-9d9f-8f71d002a5b2","2025-03-07 03:51:39.594344"
"1","1","Clue Token (#16)","Shadows over Innistrad","Near Mint","English","","BIN","3d66ec9c-7e5d-47ca-bce4-46798152d1f4","2025-03-07 03:51:39.594344"
"2","2","Construct Token (#3)","Kaladesh","Near Mint","English","","BIN","a55f071a-f250-4a2b-9060-da27f2fc0f48","2025-03-07 03:51:39.594344"
"2","2","Servo Token (#5)","Kaladesh","Near Mint","English","","BIN","d79e2bf1-d26d-4be3-a5ad-a43346ed445a","2025-03-07 03:51:39.594344"
"4","0","Golem Token","Theros","Near Mint","English","","Tokens","dcee70ef-6285-4f09-8a71-8b7960e8fa99","2022-11-27 03:27:04.019281"
"1","1","Food  Token (#017)","Modern Horizons 2","Near Mint","English","","BIN","4fdfb0ba-d086-4e7c-97e0-70d1e8328ded","2025-03-07 03:51:10.920599"
"5","5","Wolf Token","Conspiracy","Near Mint","English","","BIN","a4cd989d-e274-4058-876f-3c20f28def0d","2025-03-07 03:51:39.594344"
"3","3","Wolf Token","Magic 2014 Core Set","Near Mint","English","","BIN","309f1bd4-78af-4722-9d45-b5f40b001570","2025-03-07 03:51:39.594344"
"1","1","Construct Token","Conspiracy: Take the Crown","Near Mint","English","","BIN","7c82af53-2de8-4cd6-84bf-fb39d2693de2","2025-03-07 03:51:39.594344"
"1","1","Golem Token","New Phyrexia","Near Mint","English","","BIN","fe9e8d3b-ebc0-448b-bd14-a9f418e196e7","2025-03-07 03:51:39.594344"
"2","2","Pentavite Token","Magic 2012","Near Mint","English","","BIN","a1f88c3e-3532-489a-8f31-e07e8040f28e","2025-03-07 03:51:39.594344"
"11","11","Thopter Token (#9)","Kaladesh","Near Mint","English","","BIN","9c9a3d08-040a-4fec-b86d-c41a074f925c","2025-03-07 03:51:10.920599"
"6","6","Servo Token","War of the Spark","Near Mint","English","","","761507d5-d36a-4123-a074-95d7f6ffb4c5","2023-04-19 02:51:03.986912"
"6","6","Servo Token (#6)","Kaladesh","Near Mint","English","","BIN","e1980809-4c81-4080-92cd-31776962a4e1","2025-03-07 03:51:10.920599"
"9","9","Thopter Token (#8)","Kaladesh","Near Mint","English","","BIN","7d39524b-a4af-44ed-8f04-50680628c28f","2025-03-07 03:51:10.920599"
"2","2","Treasure Token","Adventures in the Forgotten Realms","Near Mint","English","","BIN","a3a684b7-27e0-4d9e-a064-9e03c6e50c89","2025-03-07 03:51:39.594344"
"1","1","Treasure  Token (#020)","Modern Horizons 2","Near Mint","English","","BIN","630c0d1c-9ddb-4e76-a82a-9cdd8a5b487b","2025-03-07 03:51:10.920599"
"1","0","Liliana Emblem","Eldritch Moon","Near Mint","English","","Cube | bgc1 | 10-Tokens","1512fe7b-5e01-424e-9747-8d4840a5d22a","2024-10-10 23:08:35.133298"
"6","6","Treasure Token (#10)","Ixalan","Near Mint","English","","BIN","bbe8bced-9524-47f6-a600-bf4ddc072698","2025-03-07 03:51:10.920599"
"1","0","Chandra Emblem","Kaladesh","Near Mint","English","","Tokens","50ce1db3-417c-4c22-84e5-c463addde476","2023-09-10 19:34:24.974605"
"4","4","Thopter Token","Core Set 2019","Near Mint","English","","BIN","d0044cd9-2136-423e-aa2a-829e8f007535","2025-03-07 03:51:39.594344"
"1","1","Nissa Emblem","War of the Spark","Near Mint","English","","BIN","56b191fe-7a92-4d08-91a4-036699d08bc4","2024-04-10 01:40:52.905879"
"1","0","City's Blessing","Friday Night Magic","Near Mint","English","foil","Tokens","60ca146d-4e88-4e87-a775-9cfbc9e6b9f2","2022-11-27 03:10:09.517328"
"1","1","The Monarch","Conspiracy: Take the Crown","Near Mint","English","","BIN","40b79918-22a7-4fff-82a6-8ebfe6e87185","2025-03-07 03:51:39.594344"
"6","6","Energy Reserve","Kaladesh","Near Mint","English","","BIN","a446b9f8-cb22-408a-93ff-bee44a0dccc0","2025-03-07 03:51:39.594344"
"1","1","Helper Card (#7)","Innistrad: Midnight Hunt","Near Mint","English","","BIN","9ad9a3a4-704a-462f-bc25-577973370641","2025-03-07 03:51:39.594344"
"1","1","Nissa Emblem","Kaladesh","Near Mint","English","","BIN","54986eaa-1bbb-4d34-ae09-fa7de2627ba0","2025-03-07 03:52:25.198621"
"1","1","Experience Counter","Commander 2015","Near Mint","English","","BIN","73805b39-7624-4fbd-bcc0-4241e733a97f","2025-03-07 03:52:25.198621"
"2","2","Poison Counter","New Phyrexia","Good (Lightly Played)","English","","BIN","470618f6-f67f-44c6-a086-285632508915","2025-03-07 03:52:25.198621"
"1","1","Rock Token | Salamander Warrior Token","Commander Legends","Near Mint","English","foil","BIN","661cbde4-9444-4259-b2cf-7c8f9814a071","2025-03-07 03:52:45.823066"
"1","1","Soldier Token | The Monarch","Commander Legends","Near Mint","English","foil","BIN","430ed737-b918-4485-a623-e781c0beb67b","2025-03-07 03:52:45.823066"
"1","0","Anointer Priest Token","Amonkhet","Near Mint","English","","Cube | bgc1 | 10-Tokens","98956e73-04e4-4d7f-bda5-cfa78eb71350","2024-10-10 23:07:29.135841"
"1","0","The Monarch Token","Commander Legends","Near Mint","English","","Tokens","bf7f3fc9-35f1-4b8c-b02b-494c71f31107","2023-09-10 19:56:06.735005"
"1","1","Angel Token | Spirit Token","Commander Legends","Near Mint","English","foil","BIN","f7c65b6a-9c63-4604-b7db-d75772799616","2023-04-18 03:06:07.891186"
"1","0","Venser Emblem","Duel Decks: Venser vs. Koth","Good (Lightly Played)","English","","","c9ad6e7a-8ad8-4a35-b6c9-151720d88af9","2023-04-26 17:17:30.309205"
"1","1","Checklist Card (CH2) (Rare/Mythic)","Shadows over Innistrad","Near Mint","English","","BIN","4825c59d-9e27-4a12-ba84-642b8540e573","2025-03-07 03:51:10.920599"
"1","0","Aven Wind Guide Token","Amonkhet","Near Mint","English","","Cube | bgc1 | 10-Tokens","a8f339c6-2c0d-4631-849b-44d4360b5131","2024-10-10 23:07:59.493739"
"1","1","Aven Initiate Token","Amonkhet","Near Mint","English","","BIN","1a3814e3-7ad2-4c87-8630-ab56e13b6ee9","2025-03-07 03:51:10.920599"
"2","2","Tah-Crop Skirmisher Token","Amonkhet","Near Mint","English","","BIN","6c2e835c-0f39-4fd1-a839-125bee0c9dbc","2025-03-07 03:51:10.920599"
"1","1","Unwavering Initiate Token","Amonkhet","Near Mint","English","","BIN","07ab720d-40fc-4315-bc8d-c7073cea588b","2025-03-07 03:51:10.920599"
"1","1","Huatli Emblem","Rivals of Ixalan","Near Mint","English","","BIN","859f645b-24e0-4c34-ae82-ba0ae9854377","2025-03-07 03:51:39.594344"
"4","4","On an Adventure","Throne of Eldraine","Near Mint","English","","BIN","a8d50cf9-03e6-467a-aadf-84a24106ffa9","2025-03-07 03:51:39.594344"
"1","1","Dreamstealer Token","Hour of Devastation","Near Mint","English","","BIN","8c362d05-f2f7-4415-8937-f9f368986e61","2025-03-07 03:51:39.594344"
"1","1","Salamander Warrior Token | The Monarch","Commander Legends","Near Mint","English","foil","BIN","4c0a6832-677f-4226-bd8d-f93eeeffd02d","2025-03-07 03:52:45.823066"
"1","0","Dack Emblem","Eternal Masters","Near Mint","English","","","d92a00d8-ddac-45df-8130-87ac32815984","2024-04-10 01:41:04.322296"
"1","1","Proven Combatant Token","Hour of Devastation","Near Mint","English","","BIN","7c9d8aac-c032-4e0d-a8ef-99a7c53c7a19","2025-03-07 03:51:10.920599"
"4","4","Sinuous Striker Token","Hour of Devastation","Near Mint","English","","BIN","513f2ce9-0127-4479-b37a-a835fbada8f8","2025-03-07 03:51:10.920599"
"1","1","Gideon Emblem","Battle for Zendikar","Near Mint","English","","BIN","cd8be597-f402-4fb0-9135-897c4a0946f6","2025-03-07 03:51:39.594344"
"2","2","Kiora Emblem","Battle for Zendikar","Near Mint","English","","BIN","55952cc8-09d8-4260-8387-284df7223d74","2025-03-07 03:51:39.594344"
"1","1","Sarkhan Emblem","Khans of Tarkir","Near Mint","English","","BIN","9d0430bc-5b7e-431e-a8d0-168f679fe79c","2025-03-07 03:51:39.594344"
"1","1","Helper Card (#2)","Innistrad: Midnight Hunt","Near Mint","English","","BIN","8a38406b-a658-41c0-bcb2-7b680c0f76c8","2025-03-07 03:51:39.594344"
"4","4","Anointer Priest Token | Drake Token","Amonkhet","Near Mint","English","","BIN","98956e73-04e4-4d7f-bda5-cfa78eb71350","2025-03-07 03:51:39.594344"
"1","1","Aven Wind Guide Token | Hippo Token","Amonkhet","Near Mint","English","","BIN","a8f339c6-2c0d-4631-849b-44d4360b5131","2025-03-07 03:51:39.594344"
"3","3","Beast Token | Oketra's Attendant","Amonkhet","Near Mint","English","","BIN","29b7ecd1-c70e-467c-a9ea-99c2668c3405","2025-03-07 03:51:39.594344"
"1","1","Vivien Emblem","Core Set 2019","Near Mint","English","","BIN","1cf97003-eef0-4c01-aee1-8a8264d8ef95","2025-03-07 03:52:25.198621"
"1","1","Heart-Piercer Manticore Token | Warrior Token","Amonkhet","Near Mint","English","","BIN","6e534d68-a97f-4ae1-b202-31c7a5366b58","2025-03-07 03:51:39.594344"
"1","1","Elspeth Emblem | Soldier Token","Modern Event Deck 2014","Near Mint","English","","BIN","8360fc12-57c0-4701-8e19-0878ed5abb4f","2023-04-18 02:55:38.717865"
"2","2","Labyrinth Guardian Token | Warrior Token","Amonkhet","Near Mint","English","","BIN","754eeff5-b495-4aa5-94ce-ff20216c952b","2025-03-07 03:51:39.594344"
"3","3","Cat Token | Tah-Crop Skirmisher Token","Amonkhet","Near Mint","English","","BIN","af0086cd-56b5-450e-818c-e54f45d1a104","2025-03-07 03:51:39.594344"
"1","0","The Atropal Token | Tomb of Annihilation Dungeon","Adventures in the Forgotten Realms","Near Mint","English","foil","","65f8e40f-fb5e-4ab8-add3-a8b87e7bcdd9","2024-04-10 01:17:57.305404"
"2","2","Insect Token | Labyrinth Guardian Token","Amonkhet","Near Mint","English","","BIN","242c381e-df58-4365-a68c-add1127a83cc","2025-03-07 03:51:39.594344"
"2","2","Goblin Token | Goat Token","Commander 2014","Near Mint","English","","BIN","74502af2-3428-4003-9ee5-418af848af2f","2025-03-07 03:51:39.594344"
"5","5","Demon Token | Zombie Token (#13)","Commander 2014","Near Mint","English","","BIN","c655cd86-ed24-46e4-95d8-7eb1cf251de4","2025-03-07 03:51:39.594344"
"1","1","Germ Token | Zombie Token","Commander 2014","Near Mint","English","","BIN","eede5cf7-1c41-4523-ad27-9c232e1f2bb5","2025-03-07 03:51:39.594344"
"5","0","Myr Token | Pentavite Token","Commander 2014","Near Mint","English","","Tokens","dbad9b20-0b13-41b9-a84a-06b691ee6c71","2023-09-10 19:46:19.236693"
"1","0","Gold Token | Knight Token (#5)","Commander 2015","Near Mint","English","","Tokens","0ca10abd-8d9d-4c0b-9d33-c3516abdf6b3","2024-12-29 20:45:57.664943"
"2","2","Cat Token | Zombie Token","Commander 2015","Near Mint","English","","BIN","9494ce65-5f2d-421c-a112-5de18e36f48b","2025-03-07 03:51:39.594344"
"2","2","Horror Token | Zombie Token","Commander 2014","Near Mint","English","","BIN","fadae5ee-1973-4905-8b37-69e826523905","2025-03-07 03:52:25.198621"
"6","6","Cat Token | Spirit Token (#23)","Commander 2015","Near Mint","English","","BIN","9494ce65-5f2d-421c-a112-5de18e36f48b","2023-04-18 03:10:22.653672"
"2","2","Spirit Token | Zombie Token (#22)","Commander 2015","Near Mint","English","","BIN","9e50a908-0adb-4149-b8cf-2cfb56eab2cb","2025-03-07 03:52:25.198621"
"1","1","Construct Token (4/4) (2/1)","Commander 2018","Near Mint","English","","BIN","7fee6034-f0bb-49b9-ad75-67d3d6be1159","2025-03-07 03:52:25.198621"
"4","0","Drake Token | Insect Token (Blue/Red)","Commander 2020","Near Mint","English","","Tokens","07027a7c-5843-4d78-9b86-8799363c0b82","2025-02-04 22:27:54.391927"
"1","1","Centaur Token | Egg Token","Commander 2019","Near Mint","English","","BIN","91a182ce-11e6-4a7e-a306-15e3670fc433","2025-03-07 03:51:39.594344"
"1","1","Egg Token | Gargoyle Token","Commander 2019","Near Mint","English","","BIN","bb66de6b-8815-4e6c-a093-18607b003b88","2025-03-07 03:51:39.594344"
"5","5","Human Token | Treasure Token","Commander 2020","Near Mint","English","","BIN","0dffd473-2b89-4f74-8bff-39b8eb408b26","2025-03-07 03:51:39.594344"
"6","0","Drake Token | Human Token","Commander 2019","Near Mint","English","","Tokens","79f8b710-df8b-4b44-8f70-d5217d7b62ff","2023-04-28 20:51:33.470076"
"4","0","Bird Token | Dinosaur Cat Token","Commander 2020","Near Mint","English","","Tokens","74bc5a99-095d-437e-8aa9-30845196dd1b","2022-11-27 02:37:08.134901"
"4","0","Human Token | Pegasus Token","Commander 2019","Near Mint","English","","Tokens","95f99a6a-dcd9-412e-84cf-916aafad5dfb","2022-11-27 04:44:45.022616"
"3","3","Clue Token (#11)","Shadows over Innistrad","Near Mint","English","","BIN","f2c859e1-181e-44d1-afbd-bbd6e52cf42a","2025-03-07 03:51:10.920599"
"4","4","Zombie Token","Core Set 2019","Near Mint","English","","BIN","ed08aac1-9e82-4049-9926-618f15222024","2025-03-07 03:51:39.594344"
"6","6","Servo Token (#4)","Kaladesh","Near Mint","English","","BIN","60842b1a-6ae7-4b3b-a23f-0d94a3d89884","2025-03-07 03:51:10.920599"
"1","1","Human Soldier Token | Zombie Token (#05)","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","e406949f-c629-48fa-9fb0-ba6191054d35","2025-03-07 03:51:10.920599"
"1","0","On an Adventure","Throne of Eldraine","Near Mint","English","","Tokens","a8d50cf9-03e6-467a-aadf-84a24106ffa9","2022-11-27 03:58:13.760702"
"5","5","Zombie Token","Ultimate Masters","Near Mint","English","","BIN","096e8ff7-3cb7-4ef9-a480-76d664924cff","2025-03-07 03:51:39.594344"
"2","2","Saproling Token | Treasure Token","Commander 2020","Near Mint","English","","BIN","1e584eb2-fa22-4d75-b612-e25ecf827918","2025-03-07 03:51:39.594344"
"4","0","Myr Token | Treasure Token","Commander 2021","Near Mint","English","","Cube | bgc1 | 10-Tokens","a4ca03f7-3442-4256-a830-fc2cbcd356db","2024-10-15 22:23:43.432614"
"2","2","Human Soldier Token]  [Zombie Token (#04)","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","6d9669b1-04bd-4620-9856-04ea0473ec57","2025-03-07 03:51:10.920599"
"1","1","Glyph Keeper Token | Warrior Token","Amonkhet","Near Mint","English","","BIN","e3d97a02-9187-4dbc-a511-2a15ca840cda","2025-03-07 03:51:39.594344"
"2","2","Honored Hydra Token | Warrior Token","Amonkhet","Near Mint","English","","BIN","7365ffff-b171-4275-9fdb-e622f8456858","2025-03-07 03:51:39.594344"
"1","0","Azorius Signet","Dissension","Near Mint","English","","","d91a527d-51f1-4fb1-9016-fc923fd43a6a","2024-07-02 02:22:57.897014"
"1","1","Sunscourge Champion Token","Hour of Devastation","Near Mint","English","","BIN","289a9593-151e-47d0-b0de-5eb9f061515a","2025-03-07 03:51:10.920599"
"1","0","Earthshaker Khenra Token","Hour of Devastation","Near Mint","English","","Cube | bgc1 | 10-Tokens","c4bb3bd7-5aef-495e-81ba-f5d287981dbd","2024-10-10 23:08:35.133298"
"2","2","Human Soldier Token | Zombie Token (#03)","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","90de6d1e-e654-4f4a-8014-061ce69e540f","2025-03-07 03:51:10.920599"
"1","1","Beast Token | Wurm Token (3/3)","Commander 2019","Near Mint","English","","BIN","564ed3be-ef91-42eb-90ff-452bc23463b5","2025-03-07 03:51:39.594344"
"1","1","Beast Token | Wurm Token (4/4)","Commander 2019","Near Mint","English","","BIN","99f37b65-06ec-47dc-a299-6e65d1254995","2025-03-07 03:51:39.594344"
"2","2","Azorius Chancery","Dissension","Near Mint","English","","","e58365d2-e4db-444b-b1a9-795668ad3038","2025-03-16 02:10:19.509866"
"1","0","Forgotten Cave","Onslaught","Near Mint","English","","EDH | Howler","c5202668-a32c-4473-b272-e86264992576","2025-03-15 22:34:38.488359"
"2","2","Zombie Army Token (#09)","War of the Spark","Near Mint","English","","BIN","3f3f2ad9-d362-4602-8e49-b44c0659c112","2025-03-07 03:51:10.920599"
"5","5","Eldrazi Scion Token (#4)","Battle for Zendikar","Near Mint","English","","BIN","5a5c74d5-b219-4514-8fd6-62705459422c","2025-03-07 03:51:39.594344"
"1","0","Food  Token (#018)","Modern Horizons 2","Near Mint","English","","Tokens","37e32ba6-108a-421f-9dad-3d03f7ebe239","2022-11-27 02:26:13.466843"
"6","0","Zombie Token","Amonkhet","Near Mint","English","","Tokens","b5bd6905-79be-4d2c-a343-f6e6a181b3e6","2022-11-27 03:09:18.808276"
"2","0","Zombie Army Token (#10)","War of the Spark","Near Mint","English","","Tokens","12742d1f-eb2e-4262-88e2-403c9ae6c431","2022-11-27 03:35:11.428790"
"6","0","Clue Token (Full Art)","Unstable","Near Mint","English","foil","Tokens","9b111525-0600-4bae-94a3-df8f9472388f","2022-11-27 03:37:34.583303"
"1","0","Crystalline Crawler","Commander 2016","Near Mint","English","","EDH | Rocco","414d65f0-36a3-42af-997c-af752898c74c","2023-07-28 02:08:25.646646"
"1","0","Samwise Gamgee","Lord of the Rings: Tales of Middle-earth","Near Mint","English","foil","EDH | Rocco","a1b6f13e-63d0-46bf-aa57-23c2dbdf62dd","2023-07-28 00:53:55.596505"
"1","1","Ugluk of the White Hand","Lord of the Rings: Tales of Middle-earth","Near Mint","English","","BIN","e914c7fc-be3c-4346-bf37-6e10f4998204","2025-03-07 03:51:10.920599"
"1","1","Hobbit's Sting","Lord of the Rings: Tales of Middle-earth","Near Mint","English","foil","BIN","019eab42-9e0c-4958-ac97-74d3db5580f3","2025-03-07 03:51:39.594344"
"1","1","Loran's Escape","The Brothers' War","Near Mint","English","foil","BIN","3765610d-a0c1-4de9-a81b-ffa3eb06454b","2025-03-07 03:52:45.823066"
"1","0","Hopeful Initiate","Innistrad: Crimson Vow","Near Mint","English","foil","EDH | Rocco","ec1b3fd1-952a-4bc6-9b31-bd9bd13072f5","2023-07-28 00:52:21.551918"
"1","1","Chandra, Torch of Defiance","Signature Spellbook: Chandra","Near Mint","English","","BIN","c7bbb911-9de2-455d-9677-e1004db65dbd","2025-02-14 03:01:32.943713"
"3","3","Generator Servant","Ultimate Masters","Near Mint","English","","BIN","5ea15262-c00f-4865-bb6a-37ccb2ef62bd","2025-03-16 01:57:02.330947"
"1","1","Rograkh, Son of Rohgahh","Commander Legends","Near Mint","English","","BIN","a4fab67f-00c2-4125-9262-d21a29411797","2025-03-16 01:58:09.445044"
"1","1","Impulsive Pilferer","Commander Legends","Near Mint","English","","BIN","55ba9bea-5549-45cf-896c-501a1c81fd5a","2025-03-16 01:58:30.985585"
"1","0","Abrade","Magic Game Day Cards","Near Mint","English","","Cube | bgc1 | 04-R","4b22f468-d26e-4b9b-8b19-9ff6baf6957e","2024-10-10 23:07:02.370313"
"4","4","Song-Mad Treachery // Song-Mad Ruins","Zendikar Rising","Near Mint","English","","BIN","782ca27f-9f18-476c-b582-89c06fb2e322","2025-03-07 03:51:39.594344"
"1","0","Drana, Liberator of Malakir","Dominaria United Commander","Good (Lightly Played)","English","","EDH | Butch","dbee85f6-a880-49ce-8139-5c439a202821","2025-03-16 00:56:58.648300"
"1","0","Meltdown","Modern Horizons 3","Good (Lightly Played)","English","","Modern | HollowVine","173369d2-dc39-4bfe-a602-b47156570365","2025-03-16 00:56:58.659152"
"1","0","Arcane Signet","Commander Legends","Near Mint","English","","EDH | Howler","ee40458c-7f3a-4fa6-976f-be1f7a336fdc","2025-03-15 22:48:58.575554"
"1","0","Arcane Signet","Commander Legends","Near Mint","English","","EDH | AkAx","ee40458c-7f3a-4fa6-976f-be1f7a336fdc","2021-12-30 20:40:41.249312"
"1","1","Two-Handed Axe","Commander Legends: Battle for Baldur's Gate","Near Mint","English","foil","BIN","21e34888-f57c-4f5d-bb5c-b82be980d145","2025-03-16 01:37:41.079859"
"1","1","Hanweir Garrison","Eldritch Moon","Near Mint","English","","BIN","0900e494-962d-48c6-8e78-66a489be4bb2","2025-03-16 01:34:00.865663"
"1","0","Bountiful Promenade","Commander Legends: Battle for Baldur's Gate","Near Mint","English","","EDH | Karador,Signed","5125a8d8-344d-4419-b37a-ddf343493c5f","2023-05-06 00:56:03.337348"
"1","0","Rock Token","Commander Legends","Near Mint","English","","Cube | cmrc","661cbde4-9444-4259-b2cf-7c8f9814a071","2024-05-18 03:08:45.645174"
"1","0","Braids, Arisen Nightmare","Dominaria United - Showcase","Near Mint","English","foil","EDH | Butch","f2559ff7-a97c-40c6-942f-36998eafb050","2024-12-26 23:58:39.087202"
"1","1","Deem Worthy","Amonkhet","Near Mint","English","","BIN","99a2ed5f-62b8-4308-a656-f273f62f6ab8","2025-03-16 02:03:05.412847"
"1","0","Wayfarer's Bauble","Modern Masters 2015 Edition","Near Mint","English","","EDH | Tameshi","1272beac-71ac-4a88-bd49-a5a907c182ac","2022-11-16 02:13:12.176883"
"1","1","Mogg War Marshal","Time Spiral ""Timeshifted""","Near Mint","English","","BIN","8b9e0bdb-b615-447a-b80d-d7244c25c56e","2025-03-16 01:56:17.487699"
"1","1","Goblin Cratermaker","Guilds of Ravnica","Near Mint","English","","BIN","86ecaedc-08f1-4de7-aae8-056df57940e0","2025-03-16 01:57:42.847454"
"1","1","Anax, Hardened in the Forge","Theros: Beyond Death - Alternate Frame","Near Mint","English","foil","BIN","badac9b4-bfaf-4b02-a48a-ec141393566c","2025-03-07 03:51:39.594344"
"1","1","Fire Giant's Fury","Kaldheim","Near Mint","English","","","c7f05d49-dfc1-4dad-89e0-07174330d98e","2024-12-04 00:51:32.310865"
"1","0","Assault Strobe","Scars of Mirrodin","Near Mint","English","","","9b505c78-5dbd-483d-92bb-5144060e962f","2025-01-22 02:50:16.414646"
"1","1","Grim Initiate","War of the Spark","Near Mint","English","","BIN","29b6ec9d-3861-48bf-a198-dc7efba5d89c","2025-03-07 03:51:39.594344"
"1","1","Expedite","Battlebond","Near Mint","English","","BIN","44072f87-3a99-49dd-9709-85aa83d4819f","2025-03-07 03:52:25.198621"
"1","1","Raking Claws","Ikoria: Lair of Behemoths","Near Mint","English","","BIN","6eb0d9a2-f9bb-4d8e-a1ca-896c42f8ad56","2025-03-16 01:59:25.728533"
"1","1","Wily Goblin","Ixalan","Near Mint","English","","BIN","a175b24c-c256-45a8-b24a-6b83e42d5efa","2025-03-16 01:55:58.948260"
"1","1","Unleash Fury","Core Set 2021","Near Mint","English","","BIN","e854e6a3-8684-43fa-9560-ef4c3b62c935","2025-03-16 02:00:07.946682"
"4","4","Pyrite Spellbomb","Double Masters","Near Mint","English","","BIN","088c801d-381f-403b-aeb7-fbbfafee99bf","2025-03-16 02:08:32.011913"
"1","1","Sandstone Needle","Mercadian Masques","Good (Lightly Played)","English","","BIN","82bc7c6b-2e3d-42d1-b2bb-b37b6f34d33b","2025-03-16 02:12:47.074866"
"1","0","Bolt Bend","War of the Spark","Near Mint","English","","","39b35408-3728-4e1b-9f58-b0775df914d6","2025-03-16 02:13:49.655562"
"3","0","Inkling Token","Strixhaven: School of Mages","Near Mint","English","","Tokens","c9deae5c-80d4-4701-b425-91853b7ee03b","2022-11-27 03:43:31.617193"
"1","0","Rustvale Bridge","Modern Horizons 2","Near Mint","English","foil","EDH | Rocco","2207467a-b82a-47ae-8867-15a859328fe9","2023-07-28 02:20:17.060733"
"1","1","Bloodlust Inciter","Amonkhet","Near Mint","English","","BIN","b1cd0757-1b06-4e1b-a236-31271bd0d9a3","2025-03-07 03:51:39.594344"
"1","1","Herbal Poultice","Lorwyn","Near Mint","English","","BIN","b20925a3-dd4f-477c-806a-a3ec0fd2e00d","2025-03-07 03:52:25.198621"
"1","1","Hazoret's Monument","Amonkhet","Near Mint","English","","BIN","7a0a70f2-f2cb-4a08-a1a7-95c8fc3de6e3","2025-03-07 03:52:45.823066"
"1","1","Claws of Gix","Time Spiral ""Timeshifted""","Good (Lightly Played)","English","","BIN","d02b645e-ba2c-44a0-889e-c1b46d2cd925","2025-03-07 03:52:45.823066"
"1","0","Mountain","Jurassic World Collection","Near Mint","English","foil","Collection | Jurassic Park","aae84079-b65b-4132-86fb-e82503bb6c7b","2024-03-22 22:04:34.137311"
"1","0","Forest","Jurassic World Collection","Near Mint","English","foil","Collection | Jurassic Park","7e703632-5ed0-4509-a12b-594269f865f1","2024-03-22 22:04:27.195087"
"1","1","Ichor Wellspring","The Brothers' War - Retro Artifacts (Schematic)","Near Mint","English","foil","BIN","e6815c12-95ba-44f2-9115-3504d4d0a097","2025-03-16 01:49:10.887283"
"1","1","Vat of Rebirth","Phyrexia: All Will Be One","Near Mint","English","foil","","20a961ea-0639-4f5d-8cf4-f909c59a4ae1","2024-10-20 22:06:02.056801"
"1","0","Dimir Aqueduct","Ravnica: City of Guilds","Near Mint","English","","","df3c3d56-8291-407e-87a1-94b7d12811fd","2024-07-05 20:35:37.136255"
"1","0","Alseid of Life's Bounty","Theros: Beyond Death - Promo Pack","Near Mint","English","","EDH | Tameshi","0ad40aed-f247-41b3-8198-6367fdeee953","2022-12-15 02:07:26.445406"
"1","0","Rampaging Ferocidon","Secret Lair Drop Series","Near Mint","English","foil","Collection | Dinos","7ed9782f-6789-41b6-a04e-03d8f0e8d5cf","2023-12-31 01:57:38.641286"
"1","0","Polyraptor","Secret Lair Drop Series","Near Mint","English","foil","Collection | Dinos","366303b8-13ce-4f9f-a0db-3b2eff0c1e8a","2023-12-31 01:58:29.993293"
"1","0","Colossal Dreadmaw","Secret Lair Drop Series","Near Mint","English","foil","Collection | Dinos","f55a0e3e-6e0f-412f-8bc7-1a1211c30e1e","2023-12-31 01:56:19.031700"
